Secondary School Code,School Name,Address Line #1,Address Line #2,Domestic Address #3,City,State,ZIP,Foreign Address #3,Country Name,Website
101271,MONSIGNOR EDWARD PACE HS,15600 NW 32ND AVE,,,OPA LOCKA,FL,33054,2273,,
101272,FUSION ACADEMY - MIAMI,9130 S DADELAND BLVD STE 102,,,MIAMI,FL,33156,7850,,
101273,COMMUNITY LEADERSHIP ACADEMY,3611 AUSTIN DAVIS AVE,,,TALLAHASSEE,FL,32308,7402,,
101274,ORANGE PARK HIGH SCHOOL,2300 KINGSLEY AVE,,,ORANGE PARK,FL,32073,4299,,
101275,SAINT JOHNS COUNTRY DAY SCHOOL,3100 DOCTORS LAKE DR,,,ORANGE PARK,FL,32073,6926,,
101277,HERITAGE CHRISTIAN ACADEMY,4325 US HIGHWAY 17,,,ORANGE PARK,FL,32003,7899,,
101278,WEST OAKS ACADEMY,8624 A D MIMS ROAD,,,ORLANDO,FL,32818,8601,,
101279,DR PHILLIPS HIGH SCHOOL,6500 TURKEY LAKE RD,,,ORLANDO,FL,32819,4718,,
101281,NORTHSTAR HIGH SCHOOL,8291 CURRY FORD RD,,,ORLANDO,FL,32822,7890,,
101282,BAPTIST TEMPLE SCHOOL,4400 N POWERS DR,,,ORLANDO,FL,32818,1729,,
101284,DOWNEY CHRISTIAN SCHOOL,10201 E COLONIAL DR,,,ORLANDO,FL,32817,4331,,
101285,BISHOP MOORE HIGH SCHOOL,3901 EDGEWATER DR,,,ORLANDO,FL,32804,2834,,
101287,COLONIAL HIGH SCHOOL,6100 OLEANDER DR,,,ORLANDO,FL,32807,3437,,
101289,CONWAY CHRISTIAN PREP SCHOOL,2701 CONWAY GARDENS ROAD,,,ORLANDO,FL,32806,,,
101290,EDGEWATER HIGH SCHOOL,3100 EDGEWATER DR,,,ORLANDO,FL,32804,3722,,
101291,EASTLAND CHRISTIAN SCHOOL,9000 LAKE UNDERHILL RD,,,ORLANDO,FL,32825,3764,,
101294,LAKE HIGHLAND PREPARATORY SCHO,901 N HIGHLAND AVE,,,ORLANDO,FL,32803,3233,,
101295,JONES HIGH SCHOOL,801 S RIO GRANDE AVE,,,ORLANDO,FL,32805,3765,,
101297,EVANS HIGH SCHOOL,4949 SILVER STAR RD,,,ORLANDO,FL,32808,4539,,
101298,OAK RIDGE HIGH SCHOOL,700 W OAK RIDGE RD,,,ORLANDO,FL,32809,4800,,
101300,ORLANDO TECH,301 WEST AMELIA STREET,,,ORLANDO,FL,32801,1197,,
101301,MAGNOLIA SCHOOL,1900 MATTERHORNE ROAD,,,ORLANDO,FL,32808,,,
101302,ADULT GENERAL EDUCATION,445 WEST AMELIA ST,ORANGE CO PUBLIC SCHOOLS,,ORLANDO,FL,32801,,,
101303,CENTRAL FLORIDA CHRISTIAN ACAD,700 GOOD HOMES RD,,,ORLANDO,FL,32818,6600,,
101305,DELPHI ACADEMY OF FLORIDA,1831 DREW ST,,,CLEARWATER,FL,33765,2913,,
101306,CIRCLE CHRISTIAN SCHOOL,1491 E STATE ROAD 434 STE 104,,,WINTER SPRINGS,FL,32708,6418,,
101307,HERITAGE PREPARATORY SCHOOLS,6000 W COLONIAL DR,,,ORLANDO,FL,32808,7517,,
101308,DBA HOPE ACADEMY,PO BOX 560484,,,ORLANDO,FL,32856,484,,
101309,UNIVERSITY HIGH SCHOOL,2450 COUGAR WAY,,,ORLANDO,FL,32817,3500,,
101310,WILLIAM R BOONE HIGH SCHOOL,1000 E KALEY ST,,,ORLANDO,FL,32806,3105,,
101311,FUSION ACADEMY - BOCA RATON,5050 CONFERENCE WAY N STE 110,,,BOCA RATON,FL,33431,4461,,
101313,CALVARY CHRISTIAN ACADEMY,1687 W GRANADA BLVD,,,ORMOND BEACH,FL,32174,6709,,
101315,OVIEDO HIGH SCHOOL,601 KING ST,,,OVIEDO,FL,32765,8106,,
101316,FIRST ACADEMY,2667 BRUTON BLVD,,,ORLANDO,FL,32805,5726,,
101317,GLADES DAY SCHOOL,400 GATOR BLVD,,,BELLE GLADE,FL,33430,2068,,
101319,PACE HIGH SCHOOL,4065 NORRIS RD,,,PACE,FL,32571,8811,,
101320,PAHOKEE MIDDLE-SENIOR HS,900 LARRIMORE ROAD,,,PAHOKEE,FL,33476,1810,,
101322,EDGEWOOD RANCH,1451 EDGEWOOD RANCH ROAD,,,ORLANDO,FL,32835,,,
101324,BRUSH ARBOR CHRISTIAN SCHOOL,2304 N GOLDENROD RD,,,ORLANDO,FL,32807,8550,,
101326,CAMELOT ACADEMY - ESCAMBIA CTY,401 BRIGADIER ST,,,PENSACOLA,FL,32507,2021,,
101328,ALTERNATIVE EDUC CENTERS OCPS,445 W AMELIA ST,,,ORLANDO,FL,32801,1129,,
101329,CITIZENS HIGH SCHOOL,PO BOX 66089,,,ORANGE PARK,FL,32065,19,,
101330,PALATKA JR SR HIGH SCHOOL,302 MELLON RD,,,PALATKA,FL,32177,4018,,
101331,LEADERS PREPARATORY SCHOOL,1021 N GOLDENROD RD,,,ORLANDO,FL,32807,8326,,
101332,TEMPLE CHRISTIAN SCHOOL,908 NORTH ST RD 19,,,PALATKA,FL,32177,,,
101334,REGENT ACADEMY THE,910 S WINTER PARK DR,,,CASSELBERRY,FL,32707,5438,,
101336,FELLOWSHIP CHRISTIAN ACADEMY,2511 EAST THIRD STREET,,,PANAMA CITY,FL,32401,4839,,
101338,WILLIAM T DWYER HIGH SCHOOL,13601 NORTH MILITARY TRAIL,,,PALM BEACH GDNS,FL,33418,,,
101340,XCEED PREPARATORY ACDMY WESTON,2900 GLADES CIR STE 1600,,,WESTON,FL,33327,2273,,
101341,PALM BEACH GARDENS HIGH SCHOOL,4245 HOLLY DR,,,PALM BCH GDNS,FL,33410,5599,,
101342,DR KIRAN C PATEL HIGH SCHOOL,10721 RAULERSON RANCH RD,,,TAMPA,FL,33637,,,
101345,PALM COAST CHRISTIAN SCHOOL,94 WHITEVIEW PARKWAY,,,PALM COAST,FL,32164,,,
101347,COVENANT CHRISTIAN SCHOOL,2350 FRANKFORD AVE,,,PANAMA CITY,FL,32405,,,
101348,MARJORY STONEMAN DOUGLAS HS,5901 PINE ISLAND RD,,,PARKLAND,FL,33076,2306,,
101349,LIGHTHOUSE CHRISTIAN SCHOOL,US HIGHWAY 301,POST OFFICE BOX 405,,PARRISH,FL,34219,405,,
101352,PALMETTO HIGH SCHOOL,1200 17TH ST W,,,PALMETTO,FL,34221,2933,,
101355,BAY HIGH SCHOOL,1200 HARRISON AVE,,,PANAMA CITY,FL,32401,2433,,
101357,A CRAWFORD MOSLEY HIGH SCHOOL,501 MOSLEY DR,,,LYNN HAVEN,FL,32444,5609,,
101359,TOM P HANEY TECHNICAL HS,3016 HIGHWAY 77,,,PANAMA CITY,FL,32405,,,
101360,DOROTHY THOMAS SCHOOL,3215 NUNDY RD,,,TAMPA,FL,33618,2511,,
101361,RUTHERFORD HIGH SCHOOL,1000 SCHOOL AVE,,,PANAMA CITY,FL,32401,5157,,
101362,PAXTON HIGH SCHOOL,21893 US HWY 331 N,,,PAXTON,FL,32538,9500,,
101363,YOUTH UNDER CONSTRUCTION YT CT,1400 S DIXIE HWY W STE 1W,,,POMPANO BEACH,FL,33060,8576,,
101365,PENSACOLA CATHOLIC HIGH SCHOOL,3043 W SCOTT ST,,,PENSACOLA,FL,32505,5423,,
101366,EAST HILL CHRISTIAN SCHOOL,1301 E GONZALEZ ST,,,PENSACOLA,FL,32501,3374,,
101371,ESCAMBIA HIGH SCHOOL,1310 N 65TH AVE,,,PENSACOLA,FL,32506,3908,,
101372,REIGN HOMESCHOOLING ACADEMY,1060 W GRANADA BLVD,,,ORMOND BEACH,FL,32174,5911,,
101374,PENSACOLA CHRISTIAN ACADEMY,10 BRENT LN,,,PENSACOLA,FL,32503,2202,,
101375,PENSACOLA HIGH SCHOOL,500 W MAXWELL ST,,,PENSACOLA,FL,32501,1759,,
101376,PENSACOLA SCHOOL LIBERAL ARTS,1010 N 12TH AVE STE 228,,,PENSACOLA,FL,32501,3370,,
101379,ALETHEIA CHRISTIAN ACADEMY,1700 WOODCHUCK AVE,,,PENSACOLA,FL,32504,6726,,
101380,PENSACOLA STATE COLLEGIATE HS,1000 COLLEGE BLVD,,,PENSACOLA,FL,32504,8998,,
101381,PINE FOREST HIGH SCHOOL,2500 LONGLEAF DR,,,PENSACOLA,FL,32526,8930,,
101387,SURGE CHRISTIAN ACADEMY,21810 US HIGHWAY 19 N,,,CLEARWATER,FL,33765,2837,,
101388,A BEKA ACAD DVD HOMESCHOOLER,PO BOX 17600,,,PENSACOLA,FL,32522,7750,,
101390,BOOKER T WASHINGTON HS,6000 COLLEGE PKWY,,,PENSACOLA,FL,32504,7937,,
101391,COMMUNITY TECH ADULT ED CENTER,1014 SW 7TH RD,,,OCALA,FL,34471,572,,
101392,AMERICAN GLOBAL SCHOOL,841 PRUDENTIAL DR 12TH FL,,,JACKSONVILLE,FL,32207,8329,,
101396,HERITAGE CHRISTIAN SCHOOL,891 COPLY STREET SE,,,PALM BAY,FL,32909,,,
101397,PENIEL BAPTIST ACADEMY,110 PENIEL CHURCH ROAD,,,PALATKA,FL,32177,,,
101401,LAKE ROSE CHRISTIAN ACADEMY,4340 NORTH HIAWASSEE ROAD,,,ORLANDO,FL,32818,1702,,
101403,CALVARY CHAPEL ACADEMY,2955 MINTON RD,,,MELBOURNE,FL,32904,6624,,
101404,JUBILEE CHRISTIAN ACADEMY,5910 NORTH W STREET,,,PENSACOLA,FL,32505,,,
101405,TAYLOR COUNTY HIGH SCHOOL,900 N JOHNSON STRIPLING RD,,,PERRY,FL,32347,2109,,
101406,CENTER ACADEMY,6710 86TH AVE N,,,PINELLAS PARK,FL,33782,4502,,
101410,T DEWITT TAYLOR MIDDLE - HS,100 E WASHINGTON AVE,,,PIERSON,FL,32180,2305,,
101411,NINA HARRIS STUDENT EDUC CTR,6000 70TH AVENUE NORTH,,,PINELLAS PARK,FL,33781,,,
101413,SOUTH PLANTATION HIGH SCHOOL,1300 SW 54TH AVE,,,PLANTATION,FL,33317,5402,,
101414,BROWARD CHRISTIAN SCHOOL,1490 FLAMINGO RD,,,PLANTATION,FL,33323,2331,,
101419,PINE CASTLE CHRISTIAN ACADEMY,7101 LAKE ELLENOR DR,,,ORLANDO,FL,32809,5720,,
101420,PLANT CITY HIGH SCHOOL,ONE RAIDER PLACE,,,PLANT CITY,FL,33563,,,
101422,AMERICAN HERITAGE SCHOOL,12200 W BROWARD BLVD,,,PLANTATION,FL,33325,2404,,
101423,DURANT SENIOR HIGH SCHOOL,4748 COUGAR PATH,,,PLANT CITY,FL,33567,3001,,
101424,CHARLES W FLANAGAN HS,12800 TAFT ST,,,PEMBROKE PINES,FL,33028,2563,,
101425,PANAMA CITY ADVANCED SCHOOL,3332 TOKEN RD,,,PANAMA CITY,FL,32405,3320,,
101426,REDEEMER CHRISTIAN ACADEMY,25815 ARUNDEL WAY,,,SORRENTO,FL,32776,,,
101427,DAVE THOMAS ED CTR WEST CAMPUS,4690 COCONUT CREEK PKWY,,,COCONUT CREEK,FL,33063,3902,,
101430,BLANCHE ELY HIGH SCHOOL,1201 NORTHWEST SIXTH AVENUE,,,POMPANO BEACH,FL,33060,,,
101433,COCONUT CREEK HIGH SCHOOL,1400 NW 44TH AVE,,,COCONUT CREEK,FL,33066,1347,,
101434,HIGHLANDS CHRISTIAN ACADEMY,501 NE 48TH ST,,,POMPANO BEACH,FL,33064,4003,,
101435,PONCE DE LEON HIGH SCHOOL,1477 AMMONS RD,,,PONCE DE LEON,FL,32455,8208,,
101436,PORT CHARLOTTE HIGH SCHOOL,18200 COCHRAN BLVD,,,PORT CHARLOTTE,FL,33948,1979,,
101437,SPRUCE CREEK HIGH SCHOOL,801 TAYLOR RD,,,PORT ORANGE,FL,32127,4715,,
101440,PORT SAINT JOE HIGH SCHOOL,100 SHARK DR,,,PORT SAINT JOE,FL,32456,2262,,
101441,PORT ST LUCIE HIGH SCHOOL,1201 SE JAGUAR LN,,,PORT ST LUCIE,FL,34952,8127,,
101442,FAITH CHRISTIAN SCHOOL,801 20TH ST,,,PORT SAINT JOE,FL,32456,,,
101443,ATLANTIC HIGH SCHOOL,1250 REED CANAL RD,,,PORT ORANGE,FL,32129,9106,,
101444,THE ACADEMY,18300 COCHRAN BLVD,,,PORT CHARLOTTE,FL,33948,3375,,
101445,ADULT & COMMUNITY EDUC CENTER,1441 TAMIAMI TRAIL,,,PORT CHARLOTTE,FL,33948,,,
101447,PRINCETON CHRISTIAN SCHOOL,13390 SW 248TH ST,,,PRINCETON,FL,33032,5640,,
101448,PORT CHARLOTTE CHRISTIAN SCH,3279 SHERWOOD RD,,,PORT CHARLOTTE,FL,33980,7361,,
101450,CHARLOTTE HIGH SCHOOL,1250 COOPER ST,,,PUNTA GORDA,FL,33950,6203,,
101452,PASSPORT CHARTER SCHOOL,5221 CURRY FORD RD,,,ORLANDO,FL,32812,,,
101453,PALM HARBOR PREPARATORY,PO BOX 422,,,PALM HARBOR,FL,34682,422,,
101454,LIBERTY CHRISTIAN PREP ACADEMY,850 NE 36TH TER UNIT F,,,OCALA,FL,34470,,,
101455,AMERICAN ACADEMY,1855 LANSING STREET,,,MELBOURNE,FL,32935,,,
101461,PROVIDENCE CHRISTIAN SCHOOL,5416 PROVIDENCE RD,,,RIVERVIEW,FL,33578,3620,,
101462,RUSKIN CHRISTIAN SCHOOL,820 W COLLEGE AVE,,,RUSKIN,FL,33570,4548,,
101463,ADULT EDUCATION CENTER,2161 NORTH MILITARY TRAIL,,,WEST PALM BEACH,FL,33409,3103,,
101465,NORTH MARION HIGH SCHOOL,151 W HWY 329,,,CITRA,FL,32113,4029,,
101466,SUNCOAST COMMUNITY HIGH SCHOOL,1717 AVENUE S,,,RIVIERA BEACH,FL,33404,5225,,
101467,INLET GROVE COMMUNITY HS,600 W 28TH ST,,,RIVIERA BEACH,FL,33404,4309,,
101468,ROCKLEDGE HIGH SCHOOL,220 RAIDER RD,,,ROCKLEDGE,FL,32955,2422,,
101469,FLORIDA SCHOOL FOR THE DEAF,207 SAN MARCO AVE,,,ST AUGUSTINE,FL,32084,2799,,
101470,SAINT AUGUSTINE HIGH SCHOOL,3205 VARELLA AVE,,,SAINT AUGUSTINE,FL,32084,2036,,
